,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
355,"@Rwquenu1 @SarahChampionMP Oh you mean the far right that went round attacking people and smashing up communities or those that chose to gather and ignore Covid rules.
The police were right to condemn them and deal with them. They were not peaceful protestors they were idiots that had no respect for anyone",Tommy Robbing - Scum Exposed,12490,1598,,False,0,0,2020-10-29 12:52:06
356,"@NikkiMcR Tucker’s fall starts when he promoted the fake Chinese virologist LiMemg Yan on COVID-19, he becomes the puppet of GANG OF GUO WENGUI, a CCP backed group.",冷眼向洋 Truth Seeker 🇺🇸🌹,66723,26684, California,False,0,0,2020-10-29 12:52:06
357,"Covid-19: Five new clusters identified, says Dr Noor Hisham #myedgeprop https://t.co/i0qxkkMycM https://t.co/UFVRy3vA05",EdgeProp Malaysia,35301,7738,Mutiara Damansara,False,0,0,2020-10-29 12:52:06
358,"@hudgeman1977 @dalz_golab I think you said to me just this morning how I could think an economy could thrive under COVID. A virus that largely does not affect the working population means everyone can get back to work, quickly, as seen here. 33% rebound in a single quarter.",Yellow Gold Goldie,3654,135,,False,0,0,2020-10-29 12:52:05
359,"In Maryland, @GovLarryHogan set aside $250M for small businesses. Comptroller @PeterFranchot wants double that

https://t.co/EvsUSQj9c5 https://t.co/bCJd7bdPFL",Technical.ly Baltimore,21272,9355,"Baltimore, MD",False,0,1,2020-10-29 12:52:05
360,Kakamega Chief of staff Robert Sumbi succumbs to COVID-19 https://t.co/xMiPUjoQS3,KBC Channel1 News,212779,325978,"Nairobi, Kenya",True,0,0,2020-10-29 12:52:05
361,"@AficionadoPeach @mugwump4ever @gubatron @nathanTbernard @Spotify Well, COVID has already killed 215k+ with another wave about to hit.

How many people have died from staying at home?",Tyler Hurst,492,10,,False,0,0,2020-10-29 12:52:05
362,Macron announces France's second national lockdown over COVID-19  https://t.co/LXAEfOkv1H,🌊 Tommy J⚡️,92767,21053,"Louisville, KY",False,0,0,2020-10-29 12:52:05
363,"@SWAtlasHoover @AJKayWriter Our 96 yr old grandma is so upset in NH. She hasn’t had a hug since March. She said, “ I survived the flu last year,I don’t care if I get covid.This is probably my last year &amp;I want to see my great grand kids.” She got covid in NH in sept and beat it. How are we allowing this?",shannybop,4279,148,,False,0,0,2020-10-29 12:52:05
364,WHO warns against COVID-19 lockdowns due to economic damage https://t.co/RwCaZdfZDm,Winston Johnson 🇬🇧,12757,3855,,False,0,0,2020-10-29 12:52:05
365,"Human Rights Watch report:  

“Whoever Finds the Vaccine Must Share It” Strengthening Human Rights and Transparency Around Covid-19 Vaccines

https://t.co/AHSoQvUAdY https://t.co/iWS6UquplQ",James Love,51375,8925,"ÜT: 38.911326,-77.04508",True,0,0,2020-10-29 12:52:04
366,"@ReneeWian @TheBradOlson @jareddiamond His coaches and teammates didn't care. You're right about that. They didn't care that, by participating in the spread of COVID-19, they're quite possibly killing someone. Don't you understand? It isn't just about them.",Alan Feldstein,9329,244,,False,0,0,2020-10-29 12:52:04
367,"""The second wave may hit in December or January next year, when lower temperatures will be conducive for the virus"" https://t.co/gqwIhWlLCN",Tejas Harad,22795,16079,Mumbai,False,1,1,2020-10-29 12:52:04
368,"#BBC6Music 
I remember getting 35p pocket money which got me a dib-dab a day and some Black Jacks...GREAT news is you can get all these at Home Bargains,..  5 for a £1 ...Other shops &amp; sweets are available !
Thanks Radio 6 for my sanity and company during Covid
Jacqui 'Biker Jax",Jacqui 'Biker Jax' Todd,1,0,,False,0,0,2020-10-29 12:52:03
369,@MrProWestie @FlakfireGaming @ThePollus @FieryHotSauce @TheTacticalBrit Yea❤ I would have brought a pillow lol 🤣  man I live on maryland on the east coast trust me I would have been just as worn out going to Stockholm. I hope this covid stuff passes wanted to go to ea play this year. Ohh well more time to save money ;),🐍True Weapons Of Battlefield🐍,17470,272,"Maryland, USA",False,0,0,2020-10-29 12:52:03
370,Pressure rises on the #government to retain the £20-a-week #Covid-19 top-up of #universalcredit #cuts #welfare  https://t.co/34fw9yQ2dA,Miss Sharron Spice,46015,5095,UK,False,0,0,2020-10-29 12:52:03
371,Nearly 600 — And Counting — US Health Workers Have Died Of COVID-19 https://t.co/VfK1B1zAV5 via @khnews,Suzanne Shale,4914,1526,London,False,0,0,2020-10-29 12:52:03
372,I’m surprised people aren’t more upset about Turner putting his people in jeopardy with his covid... who cares if it’s the World Series,Veruca Salt,78251,563,Chicago,False,0,0,2020-10-29 12:52:02
373,#SouthAfrica: UK COVID-19 infections at ‘critical stage’ https://t.co/BKwyaVstBR,WatsupAfrica,1057450,54454,Africa.,False,0,0,2020-10-29 12:52:02
374,"Is #COVID19 a catalyst for digital #automation in shared services? Based on Deloitte Insights, Global Business Services organizations are planning to accelerate digital capabilities by 10%. https://t.co/jtCAsEccRg https://t.co/y0ixM19tpU",Melissa H McMahon,319,18,Florida,False,0,0,2020-10-29 12:52:02
375,UPS executive granted special ministerial exemption from Canada's COVID-19 quarantine | CBC News https://t.co/LowJ6NU6TV,Tamara M-K,18494,1808,"Ottawa, ON",False,0,0,2020-10-29 12:52:01
376,"THIS is why we need FOUR MORE YEARS of @realDonaldTrump 
https://t.co/221pFQvAOr",Nikki Em,3127,48,,False,0,0,2020-10-29 12:52:01
377,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34383,42,,False,0,0,2020-10-29 12:52:01
378,"Register now for @eventtechlive for free and we’ll see you on The Live Stage where Adam Price, our Head of Creative Solutions, will be delivering a talk entitled Making Events Happen in a Covid World. Get it in the diary – Monday 3rd November at 12:15!   #ETL20 https://t.co/57zEYR17ae",DBpixelhouse,1641,1965,"Tewkesbury, England",False,0,0,2020-10-29 12:52:01
379,"What Data from 100 Million Calls Can Teach Marketers About Rebounding from COVID-19 via @CallRail    
https://t.co/m2UgIHP2EP",Emmanuel  Onaih,26817,4467,"Lagos, Nigeria",False,0,0,2020-10-29 12:52:00
380,"@Shivanshgaur32 @P_FGouveia Thank you for reaching out, we have submitted a COVID-19 readiness plan for final review. We will be reaching out to students once we have the final details. If you have any further questions, please contact internationaladvising@cambriancollege.ca. Thank you for your patience",Cambrian College,7713,6126,"Sudbury, Ontario",False,0,0,2020-10-29 12:52:00
381,"Here's the First Minister's full statement on Covid restriction levels 👇

https://t.co/bZx9mKRGln",The National,100515,105030,Scotland,True,2,0,2020-10-29 12:52:00
382,"@kimbski i know, it’s scary!! we just got over internal outbreak where like 35+ employees tested positive for COVID so the dept of health &amp; county health dept had to get involved. the hospital admin caught a number of citations 😟",👩‍🔬💉🔬,4711,536,The Lab,False,0,0,2020-10-29 12:52:00
383,A Covert Agenda Behind Covid and the 2020 Elections https://t.co/CpzyEwWwGx via @YouTube,Lloyd Lutterman,33360,945,"Cynthiana, Indiana",False,0,0,2020-10-29 12:51:59
384,« Covid Covid on t’encule » 🎶 https://t.co/roZBeXYMWE,Papa Polisson,24081,214,Annecy,False,0,0,2020-10-29 12:51:59
385,Hundreds Of Iowa Polling Places Shuttered Due To COVID-19 : NPR https://t.co/wv8NkIuT9u,Mark,123061,320,,False,0,0,2020-10-29 12:51:59
386,"5. Since the start of the pandemic, NVIC has emerged a leading source of misinformation about COVID. 

""Is that mask giving you lung cancer?"" is the caption of one of its recent Facebook posts

https://t.co/l21BSoDmSu https://t.co/BC7iix192O",Judd Legum,59996,447749,"Washington, DC",True,4,1,2020-10-29 12:51:58
387,"BBC News - Bobby Ball: Cannon &amp; Ball star dies aged 76 after Covid-19 diagnosis
https://t.co/YjKOCiiYs4",Kam,220,1,"Lahore, Pakistan",False,0,0,2020-10-29 12:51:58
388,@realDonaldTrump Silly donald you've already lost u just haven't admitted it out loud... you lost the second u fumbled covid and slammed the door on a second term w barett hope the hand maiden was worth it,Jeffreyg,1779,328,Texas,False,0,0,2020-10-29 12:51:57
389,"R.I.P. Bobby Ball 😔😔🙏🇬🇧🇬🇧🇬🇧BBC News - Bobby Ball: Cannon &amp; Ball star dies aged 76 after Covid-19 diagnosis
https://t.co/DP6Lf7YHVK",Eddie Armitage 💙💛,3511,593,"Leeds, England",False,0,0,2020-10-29 12:51:57
390,Dr. Fauci says the Covid numbers are stunning and it’s only going to get worse:((((( #MorningJoe,DelightfulDiva,486018,16727,USA,False,2,0,2020-10-29 12:51:57
391,Brexiteer in lockdown denial over 49% drop in constituency Covid-19 cases https://t.co/UWLVbjLc6S https://t.co/7dv2Oz8Ecj,edinnews #FBPE 3.5% #RejoinEU 🕷🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,96426,3507,,False,0,0,2020-10-29 12:51:57
392,"Ransomware is about to attack the U.S. health care/hospital systems.  This could lead to major delays/problems as Covid cases are rising again.

https://t.co/qEfQhCaHo5",AMEOT,94,16,"Newport News, VA",False,0,0,2020-10-29 12:51:57
393,"@JayCShambaugh @jonfavs This diagram shows the ""V-shaped recovery"" that some are talking about. I'm pretty sure the second and third COVID waves will make the angle on the right side of the V taper off. Too bad this diagram doesn't show the last few months.",Oren B.,1107,19,Israel,False,0,0,2020-10-29 12:51:57
394,"US GDP jumps 7.4 percent in third quarter, a record-setting rebound https://t.co/rSH3ZMIyDg via @nypost",Jim Mullen,56768,26113,,False,1,2,2020-10-29 12:51:57
395,"US GDP jumps 7.4 percent in third quarter, a record-setting rebound https://t.co/nUjxrc2vjU via @nypost",Waite,4659,360,florida,False,0,1,2020-10-29 12:51:56
396,"@SenJoniErnst Joni ernst supports a sexual predator whose best buddy was a pedophile who ignores CDC guidelines &amp; makes funs of people who try to save their lives &amp; others by wearing a mask.
https://t.co/5ziFd4QpdF",AM,60127,152,,False,0,0,2020-10-29 12:51:56
397,"Regeneron $REGN Said Trump-Taken COVID-19 Antibody Cocktail Cuts Viral Load, Analysts See Case for FDA Emergency Use Approval
https://t.co/UpUDG7FiKq https://t.co/au8XkteZPu",Streetinsider.com,43017,61693,,False,1,0,2020-10-29 12:51:56
398,I've been hearing from lots of people who say Bill Barr is deathly ill with COVID. Everyone's talking about it. It's all over the internet. Very fine people are discussing it. #VoteHimOut #impeachbillbarr,HEKersting #RESIST,2830,3693,North Central Washington State,False,0,0,2020-10-29 12:51:56
399,@OzraeliAvi Autopsy results come back as death due to Covid,MP,162,79,"Boston, MA",False,0,0,2020-10-29 12:51:56
400,"#Nashik District #CoronaUpdates
29 OCTOBER 2020 AT 6.30 PM
#COVID #StayHome https://t.co/AwVWqO4phl","DISTRICT INFORMATION OFFICE, NASHIK",12957,20644,"Nashik, India",True,1,0,2020-10-29 12:51:56
401,"The best quote on Tory handling of covid, hat's off to Josie Moon from Grimsby

""This is a storm. We are all in it together. But some of us are on yachts, and some of us are on inflatable dinghies, and I think it's about time that the people in this country wake up"" 👏👏👏",Iain Morrison,119393,3740,Scotland,False,1,0,2020-10-29 12:51:56
402,@mikehallfoto Did you see Hancock with the covid sniffing dog?He obviously had treats in his hand. It was the only way they could get the dog to go near him.,loisnomad,15094,88,,False,0,0,2020-10-29 12:51:56
403,@athepub @NurseDanaRose @piersmorgan I understand as I was shielded it's ok to go out but I don't my husband nips to asda and we're in with a covid shielded sign on the door. 😢,Elizabeth Youll,4860,114,"Northern Ireland, United Kingd",False,0,0,2020-10-29 12:51:56
404,"@LindseyGrahamSC @SenCoryGardner Yesterday the Trump campaign sent out a press release suggesting they ""ended the Covid pandemic."" Will you condemn the spread of that misinformation?

I thought not. https://t.co/r1xj9OyMaf",Haus Vonz,498,3,United States,False,0,0,2020-10-29 12:51:55
405,"@xiasx The us office of science made a press release saying a highlight of their term with trump was ending the covid-19 pandemic. 

https://t.co/NGLELdWKWM",Logan,4785,252,,False,1,0,2020-10-29 12:51:55
406,Unfortunate... but we know that you need to break a lot of eggs to perfect an omelet.  Eli Lilly Ends Covid-19 Antibody Trial After Finding It’s Unlikely to Help Hospitalized Patients https://t.co/OTUCGFr5oG via @doximity #PedsICU #COVID19 @JennaMillerKC @areinamo21 @yoncabulutmd,"Daniel Forsha, MD, MHS",1932,1163,"Kansas City, MO",False,0,0,2020-10-29 12:51:55
407,"#Dundee now at #levelthree #covid_19 #restrictions 
#nordicwalllking seems far away 😢 @ Angus, Scotland https://t.co/Ta6buhiDBk",Dorothy Brown,125568,2077,Dundee,False,0,0,2020-10-29 12:51:54
408,@Deirsco @FutureGhost14 @SkyNews Hairy Toes - Covid,🐝—chadwell— 3.5%🇮🇪🇪🇺🇬🇧,15778,1838,earth,False,0,0,2020-10-29 12:51:54
409,"The county, and even some roads, are split in two https://t.co/Dqj6WEFs7Q",Essex Live,68581,62982,"Chelmsford, Essex",True,0,0,2020-10-29 12:51:54
410,"@AL3X1SB @cnnbrk Well, my stocks just went down based on the rise in rates of COVID; I'm not okay with that. Many businesses in my neighborhood have gone out of business; I'm not okay with that. We didn't have to suffer from this pandemic like we have - IF only Trump pushed responsible behavior.",Addie May,46553,241,,False,0,0,2020-10-29 12:51:54
411,"You test 450,000 you will get massive increases in cases.

More deaths caught in 28 day cut off not caused by Covid.

More admissions not caused by Covid.

This increased testing will keep us locked up potentially forever.

Insane.",Tom Corbett,79051,725,"Bristol,UK",False,1,0,2020-10-29 12:51:54
412,@maditwtceo @nadia_bata Hey uh the reason they take along time to arrive is because they are pre orders and because of covid the shipping has to take longer. And if there is something wrong with your figure contact support,‍pandor,2759,39,e,False,0,0,2020-10-29 12:51:54
413,"-#XiJinping is boldly confident post-COVID is #China’s moment
-Eco policymaker Liu says:Bad things are turning into good ones
-Chinese leaders say Western eco is weakening &amp; #coronavirus has created opportunities
-Boasting with impunity &amp; World is quiet?
https://t.co/13L82LqPeY",🇮🇳✈Sharp Shooter✈🇮🇳,93019,9859,🇮🇳Conflict zones  Hot Spots ,False,0,0,2020-10-29 12:51:54
414,"@maddenifico The American Horror.  Yes, the world views America with horror. As a former US resident, I'm appalled by trump's free pass on his crimes. 4 years of critical thinking could have avoided so much death and misery. When voting, never forget that trump gave you covid &amp; kids in cages.",martin beaulieu,29435,9353,Canada,False,0,0,2020-10-29 12:51:53
